Book,ASIN,Section,Location,Highlight,Note
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,327,つまり、何を重視すべきかは、 その時点の経済状況次第 であるということだ。 投資資産が少ないなら、貯金を増やすこと（そしてそのお金を投資すること） に注力すべきだし、すでに大きな投資資産があるのなら、投資計画に時間を費やしたほうがいい。 思い切った言い方をすれば、貯金は貧しい（投資をするお金がない） 人のためのものであり、投資は豊かな（投資をするお金がある） 人のためのものだ。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,786,「贅沢な買い物をするときは、必ずそれと同額の投資をする」——これが ２倍ルール だ。 たとえば、４００ドルのシャレた靴を買うなら、４００ドルの株（または他の投資資産） も買う。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,813,・体験を買う ・自分のために（たまに） 贅沢をする ・時間を買う ・前払いする（例：旅行費用の全額を前金で払う） ・人のために使う このようなお金の使い方をすると、幸福感が高まりやすい。 だが、このアドバイスも万能ではない。最高の体験にお金を払い、世界を旅して自由な時間をすごしても、それだけで完全に心が満たされるとは限らない。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,818,では、どうすれば充実感を高められるか？ これは簡単に答えられる質問ではない。作家のダニエル・Ｈ・ピンクは著書『モチベーション３・０——持続する「やる気！」をいかに引き出すか』（大前研一訳、講談社） の中で、「 自律性（自主的であること）」「 熟達（技能を向上させること）」「 目的意識（自分より大きな何かにつながること）」が、人間のモチベーションと満足感にとって重要だと論じている。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,828,突き詰めれば、お金は自分が望む生活を実現する 道具 であるべきだ。 これはとても重要なポイントだ。 本当に難しいのは、お金の使い方ではなく、人生で本当にほしいものが何かを見つけることなのだ。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,865,だがウィリアム・Ｈが他界すると、ヴァンダービルト家は次第に没落していった。 20 年も経たないうちに、一族は米国を代表する大富豪の座から一人残らず姿を消した。 １９７３年に提督の子孫の家族１２０組が一堂に会したとき、億万長者は一人もいなかっ た。 ヴァンダービルト家が没落した大きな理由は、「 ライフスタイル・クリープ」と呼ばれる現象によるものだ。 ライフスタイル・クリープとは、収入が増えたときに、その分だけ生活レベルを上げようとすること。まわりに見栄を張りたいという思いがその原動力になっていることが多い。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,"1,045",たとえば、住宅ローンを組むことで、今後数十年の返済計画を立てられる。 将来的にいつ、どのくらい返済すればいいかわかるので、ローンを組まない場合に生じる不確定要素やそれに伴う不安を減らせる。 負債はリスクを減らすだけではなく、借入コストを上回るリターンを生み出すこともある。 たとえば、教育費の支払い（学資ローン）、起業資金（ビジネスローン）、住宅購入（住宅ローン） などでローンを組むと、それによって最終的に得られる利益が借入コストを上回る場合がある。 もちろん、常にそうだとは限らない。期待収益率と借入コストの差が小さすぎる場合、借金のリスクは高まる。 だが、期待されるリターンが大きければ、 借金には人生を変える力 がある。その典型例が高等教育である。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,"2,921",史上最高値を更新するまでに１か月はかかる？ それとも１年？ 10 年？ あなたの回答に基づき、今後の市場の年間リターンの期待値を割り出すことができる。 これを導く方法を説明しよう。 まず、 33％の損失を回復するには、 50％の増加が必要なことがわかっている。 そのため、回復にかかると予想される期間がわかれば、この 50％をもとに逆算して年率換算値を算出できる。だから、この式は次のようになる（前述のように「」は「大なり」「小なり」などの不等号記号ではなく、べき乗記号）。 予想年間リターン＝（１＋回復に必要な増加％）（１ ÷ 回復にかかる年数）－１ しかし、「回復に必要な増加（％）」は 50％だとわかっているので、この値を挿入し、次のように単純化できる。 予想年間リターン＝（１・５）（１ ÷ 回復にかかる年数）－１ したがって、市場の回復には次のような時間がかかると考えられる。 ・１年の場合、予想年間リターン＝ 50％ ・２年の場合、予想年間リターン＝ 22％ ・３年の場合、予想年間リターン＝ 14％ ・４年の場合、予想年間リターン＝ 11％ ・５年の場合、予想年間リターン＝８％ 当時、私は市場が回復するには最低２年はかかるとにらんでいた。 ということは、２０２０年３月 23 日に投資した１ドルが、その２年間で毎年 22％（またはそれ以上） 成長することになる。,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,"3,019",投資資産を売却する際には様々な理由があるが、お勧めできるものは次の３つしかない。 １ リバランスのため ２ 集中投資（または損失） 状態から抜け出すため ３ 自分の経済的なニーズを満たすため,
JUST KEEP BUYING 自動的に富が増え続ける「お金」と「時間」の法則,B0C36N3V18,,"3,321",マシュー・Ｏ・ジャクソンは著書『ヒューマン・ネットワーク——人づきあいの経済学』（依田光江訳、早川書房） の中で、なぜほとんどの人が自分は友人より人気がないと感じているのかという問題を取り上げ、この概念をうまく説明している。 「他人のほうが自分より友人が多いと思ったことはないだろうか？ もしあるなら、それはあなた一人ではない。実際、私たちの友人は、平均的な人より友人が多い。これは友情のパラドックスだ。（中略） これは簡単に理解できる。友人の多い人は、多くの人の友人リストに含まれている。友人が少ない人は、少数の人の友人リストにしか含まれていない。つまり友人が多い人は人口比以上に、私たちの友人リストに入りやすく、友人が少ない人は人口比以上に、私たちの友人リストに含まれにくい」,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,575,各カンパニーは独立した法人とみなし、責任と権限を明確にしています。その裏返しとして、サイロ化しやすいのです。分厚いレンガで囲われていて中が見えない。まさに「壁」です。アウトプット（業績）はわかっても、その中身まではよく見えません。どこに問題があって目標が達成できなかったのか、その原因がわからなければ、対処法も解決策も考えられません。,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,673,大改革を断行するときは、説明より結果が大事なときがあるのではないでしょうか。結果を出す前にあれこれ説明しても、疑心暗鬼が募るだけです。それより、結果を出して、「みなさんの努力で業績もよくなった、ボーナスもたくさん出せました」と説明したほうがだんぜん理解しやすいと考えたのです。,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,821,契約を節目節目で見直す、最悪の場合を想定して撤退条件を入れる、などのビジネスとして成立させるというマインドに欠けていたように私は思います。赤字であっても「環境問題に貢献しているのだから」「社会に貢献しているのだから」と逃げ道を作ってはいなかったでしょうか。,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,"1,389",日立にとって非常に大きな選択だったと思うのが、中西さんが社長時代に進めた三菱重工業との火力発電システム事業の統合です。三菱重工業 65％、日立 35％ の出資比率で新会社・三菱日立パワーシステムズ（ＭＨＰＳ）を設立することを２０１２年 11 月に公表し、２０１４年２月に発足させました。,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,"1,392",火力発電システムは日立の基幹事業として、長く日立の発展を支えてきた事業の１つです。川村さんはその技術者として日立でのキャリアを始めています。その統合は断腸の思いでの決断だったろうと思います。 しかし当時、火力発電の需要は世界中で拡大しており、グローバルで競争が激化していました。 大きな環境変化の中で、世界と伍して戦うには、大型ガスタービンの生産を得意とする三菱重工業と、中・小型タービンの生産に長けた日立が統合することで両者の強みを生かし、国際競争力を強化することが最善という経営判断でした。,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,"1,425",ため、社会イノベーション事業を日立グループの柱となる事業と定め、プロダクトやソフトウェア単体の物売りから、デジタル技術を活用したソリューション事業への転換とグローバル化を加速しました。,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,"1,499",利他が大事だと私が言うのは、自分が利他ではない、聖人君子ではないからです。だからこそ、つねに利他であるかを確認する。何かの意思決定をするときは、「そこに自我はないだろうか？」と自分に問い直します。自分のわがままで決めるのではないだろうか？ 日立のためになるのか？ 社会のためになるか？ と。,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,"1,513",オフィスで残業しているより、異業種交流会に参加したり顧客の事業分野について勉強したりして、顧客企業にとっての価値を見つけることのほうが、よほど意味がある」,
日立の壁―現場力で「大企業病」に立ち向かい、世界に打って出た改革の記録,B0BWDQGBQF,,"1,634",「ＧＯ」はＧｒｅａｔｅｒ Ｏｍｉｋａの略です。石碑には次の文字が刻まれています。 ＧＯ綱領 われわれはよりよい社会人であることをめざすとともに 社会進歩の担い手である大みか工場の従業員として誇りと責任をもち 和協一致その使命を果すことに生きがいを感じ 前進するものである １ より高い技術に挑戦しよう ２ 信頼に値する仕事をしよう ３ 相手の立場にたって考え行動しよう ４ 清新にして活力に満ちた職場を作ろう ５ 自戒と感謝の気持をもとう,
西洋の敗北　日本と世界に何が起きるのか (文春e-book),B0DLNZX75K,,60,日本は、ドイツ以上に二つ目の「西洋」、つまり「自由主義の伝統は持たないが近代的な西洋」に属している。しかし日本もまた危機に直面している。この点に関しては同様のことがロシアにも中国にも言えるが、非常に低い出生率がそれを示している。日本はドイツと同じく、ＮＡＴＯが崩壊することでアメリカの支配下から解放されるだろう。しかし日本はそれによって、韓国とともに、中国と独力で向き合わなければならなくなる。,
西洋の敗北　日本と世界に何が起きるのか (文春e-book),B0DLNZX75K,,430,ウクライナ問題はロシアにとって死活問題だが、アメリカにとってはそうではない、ということから、ロシアの勝利は確実だと予測した。,
西洋の敗北　日本と世界に何が起きるのか (文春e-book),B0DLNZX75K,,912,ベトナムは共同体家族の国として、共産主義への親和性をもともと持っていた。だから、アメリカの介入にもかかわらず共産主義が勝利したのだ。カンボジアは原初的な核家族システムが支配的な国だが、ベトナムと隣接していたために戦場となり、クメール・ルージュによる大量虐殺で国は内部崩壊した。ただし、〔貨幣まで廃止した〕 本気の、あるいは狂気に陥った共産主義はそれ以上広がらなかった。核家族構造のマレーシアにもタイにも及ぶことはなかったのである。 プーチン政権の説明要因となるはずのロシア文化の存在を考慮せず、この政権を一般的な観点からしか捉えない、現在のロシアに対する西洋の態度とは、一九六〇年代以降の段階的に進んだ態度変化の帰結だと言える。世界の多様性を認識する能力が消滅したことで、ロシアに対するリアリスト的な見方も失われてしまったのだ。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,162,偉大な文明の存続を脅かす要因としては、国境に押し寄せる異邦人よりも、その文明がみずから生み出した内部の 経済的 不均衡のほうが重大であることを示しており、これは古代ローマ帝国から現代ヨーロッパにいたるまでの歴史にも当てはまる。 たとえば、政治面での過剰な中央集権化は帝国の衰退の一般的な要因であり、通常はこうした集権化の実現から百年以降に衰退が始まる。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,182,もし経済面での米国の世界的な影響力が絶える日が来るならば、歴史上のいくつもの大国が通ってきた道に米国を押しやる力になるのは、財政の均衡の破綻であると言ってほぼ間違いないだろう。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,186,歴史を経済学のレンズを通じてひとたび眺めると、二度と過去は振り返れなくなる。歴史は人間のドラマをはるかに超えるものになり、後世から見れば不合理に思える政策選択が驚くほど周期的に繰り返されてきたことがわかる。本書のテーマのひとつは、政治的制度はたいてい変化が遅すぎて、経済面での事実の変化に適応できないことである。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,211,国内総生産（ＧＤＰ）に対する債務総額の比率が九十パーセントを超えた国は衰退への転換点を迎えるという。いまや財政赤字が毎年ＧＤＰの五～十パーセントを占め、債務総額の対ＧＤＰ比が約七十パーセントにのぼる米国は、不均衡の限界点へ急速に向かっている。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,307,「エンタイトルメント」とは、すべての一般市民に対して状況に応じて保障されている政府支出のことであり、もっと容易に削減できる裁量支出（国防、高速道路、宇宙探査の予算など）とは異なる。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,384,する。大国の衰退は必ずと言っていいほど、「自国の停滞が内的な要因の結果であることを否定する、中央集権化が進む、将来を犠牲にして現在浪費する」という決まったパターンに従って起きているのだ。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,"1,127",する。歴史を見ると、大国が主導権を失うのは技術的なフロンティアを押し上げられなくなったときであることがわかる。 ここでは、次にあげるポール・ケネディの基本的な主張は正しいことを前提とする。第一に、ある国の軍事力の源泉はその国の経済的生産性である。第二に、経済力は同時代の国々との比較において重要である。 著者らの主張は次の二つに分かれると考えてよい。第一に、大国の衰退は基本的・本質的に 経済的 な現象であり、これは定型化された事実である。すなわち、まれな例外を除けば一般的に真実だと言える。第二に、経済的な衰退は制度の停滞（おもに政治的制度が現状維持のための不作為へ偏向すること）の結果である。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,"2,268",三〇一年、ハイパーインフレと貧困層の暴動に直面したディオクレティアヌス帝は、有名な「価格統制令」を発布した。これはすべての属州に適用する物価統制の項目リストだった。意欲と善意のこもったこの命令では、単純にも、ブドウ畑のある地域のワイン価格は砂漠地帯での価格を下回るように、また都市部のパンの価格は田舎の町での価格を下回るように設定され、この統制に従わない商品価格をつけた商人は死刑に処せられた。インフレ抑制を意図したこの命令によって、価格統制につきものの影響が生じた。市場に商品が出回らなくなり、物々交換による取引がいっそう増えたのである。さらに、ディオクレティアヌス帝の政府は「鉱山、採石場、塩の堆積地の大半を国有化したうえで、主要な産業や同業組合のほぼすべてを厳密な統制下におい た」という。自由市場が機能していなかったため、新政府は市場を上から統制し、中央計画者としてそれを管理しようとしたのだ。このような絶対主義のもとで税がきわめて重くなったため、地主や小作農は土地を放棄するようになった。デュラントらが指摘するように、この重税の問題点は「労働やお金を稼ぐことへの意欲」に悪影響を及ぼしたことである。経済学者のアーサー・ラッファーが高税率の理論的なマイナス面を図示する千年以上も前に、ローマ帝国の著述家らはその破滅的な影響を実感していた。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,"5,419",神聖なる自由の火をともし続けられるかどうかや、共和制による統治という規範の命運は、米国民の手にゆだねられた実験の成否に深く関連し、またそれによって最終的に決定されるだろうと正しく考えられている。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,"5,431",物理学者、化学者、経済学者がある島に取り残されたが、何も食べるものがない。そこへ一個のスープ缶が岸に流れ着いてきた。物理学者は「石で缶を叩き割ろう」と言った。化学者は「火を起こして缶を温め、破裂させよう」と言う。そうしたやり方では中身が飛び散ると考えた経済学者はこう言い出した。「缶切りがあると想定しよう（後略）」。,
なぜ大国は衰退するのか ―古代ローマから現代まで (日本経済新聞出版),B079Y4PQ84,,"5,434",米国の経済的混乱を正すには、まず「良い政府を想定する」のは不可能であることを認識しなければならない。歴史から学べる第一の教訓は、「政府を形成する人々とは、人間らしさを超越した汚れなき精神の指導者たちではない」ということだ。私たちはジョナサン・ローチが「民主主義硬化症」と呼んだ政治的パラドックスに対し、一連の経済的手段で対処していかねばならない。,
ＮＨＫ １００分 ｄｅ 名著 シャーロック・ホームズ スペシャル 2023年 9月 ［雑誌］ (NHKテキスト),B0CG87ZG4R,,248,犯罪事件を解決に導く過程で、ホームズはしばしば名文句を吐きます。その例をこれからいくつか紹介していきたいと思いますが、『緋色の研究』はタイトル自体が名文句だと言えるでしょう（ただし、当時は絵画に「──色の研究」という題がつけられることがしばしばありました）。 ホームズは殺人事件を解決に導くことを「緋色の研究」と表現し、次のように述べています。 「人生という無色のもつれた糸の束には、殺人という緋色の糸が混じっている。それを解きほぐし、緋色の糸を引き抜いて、すみずみまで明るみに出すことが、ぼくたちの務めだ」 （,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,194,日本以外の社会では、労働者が遂行すべき職務（job） が雇用契約に明確に規定されます。ところが、日本では、雇用契約に職務は明記されません。明記されるか、されないかというよりも、そもそも雇用契約上、職務が特定されていないのが普通です。どんな仕事をするか、職務に就くかというのは、使用者の命令によって定まります。いわば、日本の雇用契約は、その都度遂行すべき特定の職務が書き込まれる空白の石板なのです。ここから、日本における雇用の本質は職務（job） ではなく、所属（membership） にあると規定することができます。ジョブ型、メンバーシップ型という言葉の由来はここにあります。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,239,もっとも、年功賃金制といっても、現在の日本では決して勤続や年齢で一律に昇給するわけではありません。むしろ毎年の定期昇給の際に労働者一人ひとりを査定して、昇給幅が人によってばらついていきます。ここは非常に多くの人が誤解している点ですが、賃金分布が個別評価によって分散するという点こそが、現代日本の賃金制度の最大の特徴なのです。 意外に思うかもしれませんが、ジョブ型社会では、一部のエリート層の労働者を除けば、一般労働者には人事査定はありません。人事査定がなくてどうやって管理しているのかといえば、査定は仕事に就く前の段階でやっているのです。まず職務記述書があり、そこに書かれている職務をちゃんとやれるかどうかということを判定して職務に就けます。そこで技能水準を判定しているのです。その職務に定価がついているので、それで賃金が決まります。逆にいうと、職務に就けた後は、よほどのことがない限りいちいち査定しないのがジョブ型社会です。ここは多くの日本人が全く正反対に勘違いしているところです。 これに対してメンバーシップ型社会は、ジョブ型とは違って、末端労働者に至るまで人事査定があります。ジョブ型社会でも上澄み層には査定がありますが、その査定、評価は当然のことながら業績査定です。成果の評価です。ところが、日本では末端労働者まで査定するわけですから、業績評価が簡単にできるわけはありません。しかも、素人を上司や先輩が鍛えながらやっているのを評価するわけですから、個人レベルの業績評価などナンセンスです。そういう末端のヒラ社員まで全員、評価するというメンバーシップ型社会における評価のシステムは、業績評価よりも、むしろ中心となるのは「能力」評価と情意評価です。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,265,ジョブ型社会における労働組合とは、基本的に同一職業、あるいは同一産業の労働者の利益代表組織です。従って、同一職業の労働者の利益を代表するものとして、この仕事はいくらということを決めます。それもできるだけ高く決めようとします。それが労働組合の任務です。これに対して、メンバーシップ型社会においては、労働組合は同一企業に属するメンバー（社員） の利益代表組織です。社員の社員による社員のための組織です。ですから、やることが全く違います。 ジョブ型社会、とりわけヨーロッパ諸国においては、労働組合は産業レベルで団体交渉を行い、労働協約を締結します。産業レベル、たとえばドイツでいうと金属労組と金属産業の使用者団体との間で、鉄鋼であれ、電機であれ、自動車であれ、金属労働者を一貫して、この仕事はいくら、この技能レベルの仕事はいくらという値付けをするのが労働組合の任務です。つまり、ジョブ型社会における団体交渉、労働協約とは、企業を超えた職種や技能水準ごとの労働力価格の設定です。これを何年かに一回、大々的に行うのです。ジョブについた値札を一斉に書き換える運動が、ジョブ型社会の団体交渉だと考えればいいでしょう。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,357,こうしてこの時期に確立したのが「定期採用制」です。定期採用制とは、従業員を採用するに当たっては、学校卒業時又は兵役終了時といった一定の時期にのみ限定し、それ以外の時期にほかの企業に雇われていたような労働者を雇い入れることはしないという慣行です。ここに日本の特徴である長期雇用慣行が成立しました。多くの大企業が一斉にこういう雇用慣行を採用しましたから、一旦どこかの大企業を退職してしまった労働者は、ほかの大企業に採用される可能性はほとんどなくなってしまいます。渡り職工たちは大企業分野から閉め出されてしまい、そういう慣行をとらない中小企業で生きていくしかなくなってしまったのです。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,369,定期昇給制の下では、使用者は毎年一回か二回、定期的に労働者の技能や業績を査定し、これに基づいて昇給を行います。この査定に当たって、使用者は、たとえ同じ技能水準であっても、企業内訓練施設で高いコストをかけて養成した子飼いの労働者のほうを、よその工場から異動してきた新参者よりも高く評価しました。そして、子飼い労働者を優先的に高い地位に昇進させました。子飼い労働者の異動防止のためのこういった措置が、この定期昇給制を事実上の年功賃金制、年功序列制の出発点としたのです。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,410,年齢とともに給料が増加するというやり方に改める以外にはないと考える。このやり方による場合は、昇給は本人の技能の上達や物価騰貴に全然関係のないものとなり、もっぱら生活費の増加に対応するものとなり、給料の高低にかかわらずある程度以上の高給者と未成年者を除いて、勤続者は常に一定の昇給率でもって昇給することになるであろう。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,661,８．日本の賃金構成はきわめて複雑している。しかして、 労働者の収入は、労働者の為した仕事の性質に非常に密接に連関しているとはいえないのが普通である。基本賃金率は、一般の産業では、年齢、性、婚姻関係、被傭者の勤務時間に応じて異なっている。 更に、基本給は全所得の極小部分のみしか示さないことがしばしばある。というのは数種類の特別の手当や賞与が支給されるからである。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,693,賃金制度は職業能力、仕事の性質、なされた仕事の質や量に基礎を置いていない。時としてそれは勤労者の年齢や勤続年限によっている。また他の場合、われわれは調査にあたって男女勤労者の基本賃金を発見し得なかった。というのは、報酬は子供の数に基礎を置かれており、これら家族手当の性質や価値を決定し得ないのである。代表団は全部かかる賃金決定法を非難した。かかる方法は、雇主の意思のままに誤用され、差別待遇され得る道を開くものであるという事実はさておいても、方法そのものが非合法的非経済的である。賃金は勤労者の資格、その労働能力に基礎が置かれねばならぬ。,
賃金とは何か　職務給の蹉跌と所属給の呪縛 (朝日新書),B0D93D7QL9,,"1,081",われわれが賃金闘争を組むにあたっても、同一労働同一賃金をうたうと、必ず若い労働者諸君から、これはいいことだ、ぜひやってくれといわれる。ところが、年輩労働者諸君には、確かに同一労働同一賃金がいいという理屈はわかる、しかし、おれたちは一体いままで粒粒辛苦して、やっとこの地位になったんだ、これをおびやかすようなことをやってもらっては困るという気持ちが強い。ずいぶん資料を出したり、あるいは説得してみるが、理屈はわかっても、感じとしてどうしても受け入れられないというのが、現場にもたくさんある。こんにちの労働運動が、青年層をどう握るか、会社が握るか組合が握るかにかかっている、ということがよくいわれるけれども、確かに、賃金の問題をめぐっても青年層の意欲をどう的確にとらえて全体の中に消化させていくかということが、組合に課せられた大きな任務だろうと考えている」,
何者かになりたい,B095729NKJ,,299,「チヤホヤされているときは、自分が何者かを忘れていられる」点には、どうかお気をつけください。自分が何者でもないと悩んでいる人、とくに若い人が、チヤホヤされたりスポットライトを浴びたりして快感を覚え、悩みを忘れてしまった結果、「これこそが解決策」と早合点をしてしまうことがあります。,
何者かになりたい,B095729NKJ,,614,実際、「何者かになりたい」と願っている人からくわしくお話を聴くと、その内実は「まだ手に入れていないアイデンティティが欲しい」「アイデンティティの一部と言えるような肩書きやアチーブメントが欲しい」 であることがほとんどです。それと同時に、「自分は何者でもない」と悩んでいる人は、「アイデンティティと言えるものが足りない状態」 であることが多いです。家庭も学校も職場も自分のアイデンティティの一部とは到底言えない状態だったり、趣味や交友関係といったアイデンティティの一部になりそうな他の要素も充実していなかったりするのです。,
何者かになりたい,B095729NKJ,,632,プライドの高い人も「とにかく手に入れる」のが簡単ではありません。なぜならプライドの高い人は、自分にふさわしい職業、パートナーや友人、趣味といったものを高望みせずにいられないので、その高望みにみあったものをわざわざ手に入れて回らなければならないからです。それこそ、自分の構成要素はすべて一流でなければ気が済まない人などは大変です。,
何者かになりたい,B095729NKJ,,657,はじめに、「何者かになりたい」というより「自分は何者でもない」という悩みが深い人、現時点でアイデンティティの構成要素、つまり「自分はこういう人間である」と納得できるための材料が乏しい人のための解決策、その指針についてお話しします。 このような境遇にある人にとって、自分のアイデンティティの構成要素となるものは希少です。「あれもこれも」と選ぶ以前に、まず手元にあるものを手放さないこと、今の自分でも手が届くものを大切にすること を、さしあたりの指針としてお勧めしたいです。,
何者かになりたい,B095729NKJ,,735,最初からなりたい自分を狭く想定するより、なりたい自分や目指したい自分、入りたいコミュニティや手に入れたい趣味や技能などを手広く構えられるほうが、なりたいもののどれかになりやすく、そうでなくても、アイデンティティと呼べそうななんらかのものにたどり着きやすいのではないかと思えるのです。,
何者かになりたい,B095729NKJ,,886,あなたが評価されやすいことは、あなたに適性や長所がある可能性が高く、あなたがメンバーの一員として尊重される居場所は、あなたによく似合う居場所の可能性が高い と思われるからです。 とはいえほとんどの場合、誰かに解説されるまでもなく、他人の目線や評価をとおして、あなたは「自分になにが似合いでなにが不似合いなのか」「自分のアイデンティティとしてなにが必要で、なにが不必要なのか」を自然に判断していくでしょう。誰にも認められず、どこにも属することもできないものをアイデンティティの中心に据えて我が道を行ける人も稀にはいますが、この本を読んでいる方はおそらくそうではありません。 エリクソンは、「,
何者かになりたい,B095729NKJ,,893,た。自分に似合う服、自分が好きな趣味、自分がやり甲斐を感じる学びや仕事、自分が属していていいと思える仲間集団や居場所が見つかり、定まっていくことがまさにそれです。少し誤解を含んだ言い方になるかもしれませんが、 あなたが好きでしようがないものが定まっていくこと、あなたがどうしても手放したくない人や居場所が増えていくことが、おおむねアイデンティティの確立であり、あなたが「何者かになっていく」こと だと言い換えられるかもしれません。 中年を迎えた大人たちは、しばしば、自分が若かった頃に親しんだ音楽を聴き、その頃に選んだ服や趣味や人間関係をずっと大事にして、新しいものになじめなかったりするものです。新しいものになかなかなじめない中年の様子は、若い人には残念なものに見えるかもしれません。しかし、大半の中年が新しいものになじめない、というより新しいものに関心が少ないのは、彼らが若かった頃に自分自身の構成要素をあらかた選びおえて、アイデンティティを確立しているためでもあります。,
何者かになりたい,B095729NKJ,,906,新しいものに関心の少ない中年を「悪い未来」と見るのでなく、何者かになったあとの「なんらかの理にかなった未来」として見ると、新しい発見があるかもしれませんよ。,
何者かになりたい,B095729NKJ,,"1,337",もうひとつ、学校とアイデンティティの問題で難しいのは、受験勉強です。都市部を中心に中学受験をする小学生が増え、小学生時代から長い時間を受験勉強に費やさなければならない子どもが増えました。 受験勉強は、塾や予備校などで仲間意識やライバル意識がうまく芽生えてくれたり、好成績をおさめて表彰されるなどすれば、それ自体が一時的な自分自身の構成要素になるかもしれません。しかし基本的には、その苦労の多さの割にアイデンティティと結びつきにくいものです。また、受験勉強は親に多額の費用がかかり、子どもの将来がかかっているという意識が高まるものでもありますから、ともすれば「子どもが自分の意志で頑張っている」というより「親の意志によって頑張るよう強いられている」といった状況に陥りがちです。この状況も子どもが受験勉強を自分自身の構成要素とみなすにはまったく向いていません。 自分の意志でやっているという自覚が欠如し、他人にやらされている自覚の強いものを自分自身の構成要素とすること、ひいてはアイデンティティとみなすことは困難 だからです。 親に強いられる,
キリンを作った男――マーケティングの天才・前田仁の生涯,B0B1M8P5BQ,,362,① 一つの商品にたくさんの情報価値＝語りたくなる、伝えたくなる価値を盛り込む ② 発信しようとする情報を受け手の身になって考える、整理する ③ 時代を読む ④ 関与者を多く作る ⑤ 即効性のあるメディアほど情報感度は鈍い。雑誌→新聞→ラジオ・テレビの順番を意識する ⑥ 追い駆けるより追い駆けさせる構造を作る,
